"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2013,"Kia","Soul",11998,"+",NA,40000,NA,NA,"Green","Black","Manual6Speed","2WD",4,"164horsepower@6500rpm","148torque@4800rpm","Fleet",2
2015,"Kia","Soul",15599,NA,NA,13000,NA,NA,"Brown","Black","Automatic","2WD",4,"130horsepower@6300rpm","118torque@4850rpm","Fleet",1.6
2012,"Kia","Sportage",16998,"EX",NA,66000,NA,NA,"Red","Black","Automatic","2WD",4,"176horsepower@6000rpm","168torque@4000rpm","Fleet",2.4
2012,"Land","LR2",26998,"HSE",NA,41000,NA,NA,"Black","Black","Automatic","4WD",6,"230horsepower@6300rpm","234torque@3200rpm","Fleet",3.2
2013,"Lexus","CT",18998,"200h",NA,38000,NA,NA,"Red","Black","Automatic","2WD",4,"98horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2014,"Lexus","CT",21599,"200h",NA,15000,NA,NA,"Silver","Tan","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2015,"Lexus","ES",28998,"300h",NA,14000,NA,NA,"Silver","Black","Automatic","2WD",4,"200horsepower@5700rpm","156torque@4500rpm","Fleet",2.5
2014,"Lexus","ES",25998,"350",NA,23000,NA,NA,"White","Tan","Automatic","2WD",6,"N/A","N/A","Fleet",3.5
2014,"Lexus","ES",25998,"350",NA,20000,NA,NA,"Gray","Black","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Lexus","ES",NA,"350",NA,17000,NA,NA,"Gray","Black","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Lexus","ES",25998,"350",NA,39000,NA,NA,"Blue","Tan","Automatic","2WD",6,"268horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2014,"Lexus","GS",32998,"350",NA,18000,NA,NA,"White","Black","Automatic","2WD",6,"306horsepower@6400rpm","277torque@4800rpm","Fleet",3.5
2006,"Lexus","GX",16998,"470",NA,114000,NA,NA,"Gold","Gray","Automatic","4WD",8,"263horsepower@5400rpm","323torque@3400rpm","Fleet",4.7
2016,"Lexus","IS",29998,"200t",NA,12000,NA,NA,"Gray","Black","Automatic","2WD",4,"241horsepower@5800rpm","258torque@1650rpm","Fleet",2
2010,"Lexus","IS",17998,"250",NA,64000,NA,NA,"Pearl","Gray","Automatic","2WD",6,"204horsepower@6400rpm","185torque@4800rpm","Fleet",2.5
2016,"Lincoln","MKX",29998,"Select",NA,25000,NA,NA,"Black","Black","Automatic","2WD",6,"303horsepower@6500rpm","278torque@4000rpm","Fleet",3.7
2015,"Lincoln","MKZ",26998,NA,NA,12000,NA,NA,"Gray","n/a","Automatic","2WD",6,"300horsepower@6500rpm","277torque@4000rpm","Fleet",3.7
2016,"Lincoln","MKZ",NA,NA,NA,23000,NA,NA,"Gray","Black","Automatic","2WD",6,"300horsepower@6500rpm","277torque@4000rpm","Fleet",3.7
2016,"Lincoln","MKZ",24998,NA,NA,26000,NA,NA,"White","Black","Automatic","2WD",6,"300horsepower@6500rpm","277torque@4000rpm","Fleet",3.7
2015,"Lincoln","MKZ",21998,NA,NA,40000,NA,NA,"Silver","Black","Automatic","2WD",6,"300horsepower@6500rpm","277torque@4000rpm","Fleet",3.7
2014,"Lincoln","MKZ",20998,"Hybrid",NA,39000,NA,NA,"Tan","Tan","Automatic","2WD",4,"188horsepower@0rpm","129torque@4000rpm","Fleet",2
2015,"Mazda","CX-5",17599,"Sport",NA,27000,NA,NA,"Black","Black","Manual6Speed","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","CX-9",20998,"Touring",NA,44000,NA,NA,"Red","Black","Automatic","2WD",6,"273horsepower@6250rpm","270torque@4250rpm","Fleet",3.7
2015,"Mazda","Mazda3",14599,"i Sport",NA,39000,NA,NA,"Red","Black","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","Mazda3",14998,"i Sport",NA,37000,NA,NA,"Gray","Black","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","Mazda5",14998,"Sport",NA,39000,NA,NA,"Black","Black","Automatic","2WD",4,"157horsepower@6000rpm","163torque@4000rpm","Fleet",2.5
2013,"Mazda","MX-5",19599,"Miata Club",NA,11000,NA,NA,"Black","Black","Automatic","2WD",4,"158horsepower@6700rpm","140torque@5000rpm","Fleet",2
2008,"Mazda","MX-5",13998,"Miata Grand Touring",NA,67000,NA,NA,"Black","Brown","Automatic","2WD",4,"158horsepower@6700rpm","140torque@5000rpm","Fleet",2
2013,"Mercedes-Benz","C250",NA,"Sport",NA,55000,NA,NA,"Brown","Tan","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2200rpm","Fleet",1.8
2014,"Mercedes-Benz","C250",23998,NA,NA,18000,NA,NA,"Gray","Black","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2200rpm","Fleet",1.8
2013,"Mercedes-Benz","C300",20998,"Sport",NA,52000,NA,NA,"Black","Black","Automatic","4WD",6,"248horsepower@6000rpm","251torque@2700rpm","Fleet",3.5
2012,"Mercedes-Benz","CLS550",33998,NA,NA,50000,NA,NA,"Brown","Black","Automatic","2WD",8,"402horsepower@5000rpm","443torque@1600rpm","Fleet",4.6
2014,"Mercedes-Benz","E350",27998,"Sport",NA,52000,NA,NA,"Black","Black","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2011,"Mercedes-Benz","E550",24998,NA,NA,59000,NA,NA,"Black","Black","Automatic","2WD",8,"382horsepower@6000rpm","391torque@2800rpm","Fleet",5.5
2011,"Mercedes-Benz","E550",24998,NA,NA,59000,NA,NA,"Black","Black","Automatic","2WD",8,"382horsepower@6000rpm","391torque@2800rpm","Fleet",5.5
2015,"Mercedes-Benz","GLA45",NA,"AMG",NA,29000,NA,NA,"Gray","Brown","Automatic","4WD",4,"355horsepower@6000rpm","332torque@2250rpm","Fleet",2
2015,"Mercedes-Benz","GLK350",NA,NA,NA,37000,NA,NA,"Gray","Black","Automatic","4WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2014,"Mercedes-Benz","GLK350",26998,NA,NA,49000,NA,NA,"Black","Black","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2015,"Mercedes-Benz","ML350",37998,NA,NA,24000,NA,NA,"White","Black","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2011,"Mercedes-Benz","ML350",23998,NA,NA,57000,NA,NA,"Gray","Gray","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2015,"Mercedes-Benz","ML350",37998,NA,NA,16000,NA,NA,"Black","Black","Automatic","2WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2014,"Mercedes-Benz","S550",62998,NA,NA,20000,NA,NA,"Brown","Tan","Automatic","2WD",8,"449horsepower@5250rpm","516torque@1800rpm","Fleet",4.7
2010,"Mini","Cooper",14998,"Clubman John Cooper Works",NA,74000,NA,NA,"Black","Black","Manual6Speed","2WD",4,"208horsepower@6000rpm","192torque@5600rpm","Fleet",1.6
2013,"Mini","Cooper",17998,"S",NA,20000,NA,NA,"Black","Black","Automatic","2WD",4,"181horsepower@5500rpm","177torque@1600rpm","Fleet",1.6
2009,"Mini","Cooper",9998,"S",NA,82000,NA,NA,"Gray","Black","Manual6Speed","2WD",4,"172horsepower@5500rpm","177torque@1600rpm","Fleet",1.6
2014,"Mini","Cooper",NA,NA,NA,15000,NA,NA,"Creme","Black","Automatic","2WD",4,"121horsepower@6000rpm","114torque@4250rpm","Fleet",1.6
2015,"Mitsubishi","Lancer",NA,"ES",NA,34000,NA,NA,"White","Black","Automatic","2WD",4,"148horsepower@6000rpm","145torque@4200rpm","Fleet",2
2014,"Mitsubishi","Mirage",10998,"ES",NA,34000,NA,NA,"Gray","Black","Automatic","2WD",3,"74horsepower@6000rpm","74torque@4000rpm","Fleet",1.2
2014,"Mitsubishi","Outlander",13998,"Sport ES",NA,44000,NA,NA,"Blue","Black","Automatic","2WD",4,"148horsepower@6000rpm","145torque@4200rpm","Fleet",2
2015,"Nissan","Altima",15998,"S",NA,35000,NA,NA,"Silver","Black","Automatic","2WD",4,"182horsepower@6000rpm","180torque@4000rpm","Fleet",2.5
2010,"Nissan","Altima",11998,"SL",NA,1e+05,NA,NA,"Gray","Black","Automatic","2WD",4,"175horsepower@5600rpm","180torque@3900rpm","Fleet",2.5
2013,"Nissan","Cube",NA,"SL",NA,19000,NA,NA,"White","Tan","Automatic","2WD",4,"122horsepower@5200rpm","127torque@4800rpm","Fleet",1.8
2015,"Nissan","Frontier",27998,"PRO-4X",NA,46000,NA,NA,"White","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2016,"Nissan","Frontier",31998,"PRO-4X",NA,9000,NA,NA,"Black","Black","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2013,"Nissan","Frontier",19599,"S",NA,29000,NA,NA,"White","Gray","Automatic","2WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2016,"Nissan","Frontier",21599,"SV",NA,21000,NA,NA,"Gray","Gray","Automatic","2WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2013,"Nissan","Leaf",8998,"S",NA,17000,NA,NA,"Silver","Black","Automatic","2WD",NA,"107horsepower@0rpm","187torque@0rpm","Fleet",0
2013,"Nissan","Leaf",8599,"S",NA,48000,NA,NA,"Black","Black","Automatic","2WD",NA,"107horsepower@0rpm","187torque@0rpm","Fleet",0
2011,"Nissan","Leaf",6998,"SL",NA,45000,NA,NA,"Blue","Cream","Automatic","2WD",NA,"107horsepower@0rpm","207torque@0rpm","Fleet",0
2011,"Nissan","Leaf",9599,"SL",NA,21000,NA,NA,"Red","Gray","Automatic","2WD",NA,"107horsepower@0rpm","207torque@0rpm","Fleet",0
2012,"Nissan","Leaf",8599,"SL",NA,48000,NA,NA,"Silver","Gray","Automatic","2WD",NA,"107horsepower@0rpm","207torque@0rpm","Fleet",0
2011,"Nissan","Leaf",7998,"SV",NA,43000,NA,NA,"Silver","Tan","Automatic","2WD",NA,"107horsepower@0rpm","207torque@0rpm","Fleet",0
2010,"Nissan","Maxima",12998,"S",NA,93000,NA,NA,"Gray","Black","Automatic","2WD",6,"290horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2007,"Nissan","Maxima",12998,"SE",NA,62000,NA,NA,"Brown","Tan","Automatic","2WD",6,"255horsepower@6000rpm","252torque@4400rpm","Fleet",3.5
2016,"Nissan","Maxima",30998,"SL",NA,9000,NA,NA,"Blue","Tan","Automatic","2WD",6,"300horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2016,"Nissan","Maxima",29998,"SR",NA,20000,NA,NA,"Blue","Tan","Automatic","2WD",6,"300horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2016,"Nissan","Maxima",30998,"SR",NA,7000,NA,NA,"Black","Tan","Automatic","2WD",6,"300horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2015,"Nissan","Murano",33998,"Platinum",NA,11000,NA,NA,"Gray","Black","Automatic","2WD",6,"260horsepower@6000rpm","240torque@4400rpm","Fleet",3.5
2006,"Nissan","Murano",10998,"S",NA,88000,NA,NA,"Black","Black","Automatic","4WD",6,"245horsepower@5800rpm","246torque@4400rpm","Fleet",3.5
2016,"Nissan","Pathfinder",22998,"S",NA,16000,NA,NA,"Silver","Black","Automatic","2WD",6,"260horsepower@6400rpm","240torque@4400rpm","Fleet",3.5
2016,"Nissan","Pathfinder",22998,"S",NA,23000,NA,NA,"Gray","Black","Automatic","4WD",6,"260horsepower@6400rpm","240torque@4400rpm","Fleet",3.5
2014,"Nissan","Pathfinder",31998,"Hybrid Platinum",NA,20000,NA,NA,"Silver","Black","Automatic","4WD",4,"250horsepower@5600rpm","243torque@3600rpm","Fleet",2.5
2015,"Nissan","Sentra",13998,"SV",NA,38000,NA,NA,"Black","Black","Automatic","2WD",4,"130horsepower@6000rpm","128torque@3600rpm","Fleet",1.8
2014,"Nissan","Versa",11998,"S",NA,18000,NA,NA,"White","Black","Manual5Speed","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2014,"Nissan","Versa",10998,"S",NA,24000,NA,NA,"White","Black","Manual5Speed","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2015,"Nissan","Versa",12599,"SV",NA,39000,NA,NA,"Gray","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2014,"Nissan","Versa",10998,"Note S",NA,18000,NA,NA,"Black","Black","Manual5Speed","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2013,"Scion","FR-S",20998,NA,NA,1000,NA,NA,"Silver","Black","Automatic","2WD",4,"200horsepower@7000rpm","151torque@6600rpm","Fleet",2
2014,"Scion","iQ",9998,"10 Series",NA,44000,NA,NA,"Silver","Black","Automatic","2WD",4,"94horsepower@6000rpm","89torque@4400rpm","Fleet",1.3
2013,"Smart","Fortwo",7599,"Pure",NA,21000,NA,NA,"Black","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2014,"Smart","Fortwo",8599,"Pure",NA,10000,NA,NA,"White","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2013,"Smart","Fortwo",6998,"Pure",NA,40000,NA,NA,"Silver","Gray","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2014,"Smart","Fortwo",6998,"Pure",NA,13000,NA,NA,"White","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2014,"Smart","Fortwo",6998,"Pure",NA,11000,NA,NA,"White","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2014,"Smart","Fortwo",7998,"Pure",NA,11000,NA,NA,"White","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2014,"Smart","Fortwo",6998,"Pure",NA,15000,NA,NA,"Black","Black","Automatic","2WD",3,"70horsepower@5800rpm","68torque@4500rpm","Fleet",1
2013,"Subaru","BRZ",19599,"Premium",NA,36000,NA,NA,"Blue","Black","Manual6Speed","2WD",4,"200horsepower@7000rpm","151torque@6400rpm","Fleet",2
2013,"Subaru","Impreza",23599,"WRX",NA,48000,NA,NA,"White","Black","Manual5Speed","4WD",4,"265horsepower@6000rpm","244torque@4000rpm","Fleet",2.5
2007,"Toyota","4Runner",16998,"Sport",NA,96000,NA,NA,"White","Gray","Automatic","2WD",6,"236horsepower@5200rpm","266torque@3800rpm","Fleet",4
2009,"Toyota","Camry",12998,"LE",NA,31000,NA,NA,"Gold","Tan","Automatic","2WD",4,"158horsepower@6000rpm","162torque@4000rpm","Fleet",2.4
2014,"Toyota","Prius",21599,"Four",NA,32000,NA,NA,"Black","Gray","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2012,"Toyota","Prius",16998,"Four",NA,54000,NA,NA,"White","Gray","Automatic","2WD",4,"98horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2015,"Toyota","Prius",16599,"Two",NA,50000,NA,NA,"White","Tan","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2015,"Toyota","Prius",17998,"Two",NA,24000,NA,NA,"Black","Gray","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2013,"Toyota","Prius",13998,"c Two",NA,38000,NA,NA,"Black","Gray","Automatic","2WD",4,"73horsepower@4800rpm","82torque@4000rpm","Fleet",1.5
2014,"Toyota","Prius",NA,"v Three",NA,24000,NA,NA,"Green","Tan","Automatic","2WD",4,"134horsepower@5200rpm","105torque@4000rpm","Fleet",1.8
2015,"Toyota","Sequoia",35998,"SR5",NA,34000,NA,NA,"Black","Gray","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2014,"Toyota","Sienna",31998,"Limited",NA,31000,NA,NA,"Gray","Gray","Automatic","2WD",6,"266horsepower@6200rpm","245torque@4700rpm","Fleet",3.5
2007,"Toyota","Tundra",NA,"SR5",NA,71000,NA,NA,"Red","Black","Automatic","2WD",8,"271horsepower@5400rpm","313torque@3400rpm","Fleet",4.7
2010,"Toyota","Tundra",19599,NA,NA,70000,NA,NA,"Silver","Gray","Automatic","2WD",6,"236horsepower@5200rpm","266torque@4000rpm","Fleet",4
2013,"Volkswagen","Beetle",19998,"2.0T",NA,23000,NA,NA,"White","Tan","Manual5Speed","2WD",4,"200horsepower@5100rpm","207torque@1700rpm","Fleet",2
2015,"Volkswagen","Beetle",NA,"Classic",NA,39000,NA,NA,"Blue","Black","Automatic","2WD",4,"170horsepower@4800rpm","184torque@1500rpm","Fleet",NA
2010,"Volkswagen","Beetle",NA,NA,NA,59000,NA,NA,"Orange","Black","Automatic","2WD",5,"150horsepower@5000rpm","170torque@3750rpm","Fleet",2.5
2014,"Volkswagen","Jetta",12599,"S",NA,35000,NA,NA,"Red","Black","Automatic","2WD",4,"115horsepower@5200rpm","125torque@4000rpm","Fleet",2
2014,"Volkswagen","Jetta",NA,"S",NA,17000,NA,NA,"White","Black","Automatic","2WD",4,"115horsepower@5200rpm","125torque@4000rpm","Fleet",2
2014,"Volkswagen","Jetta",13599,"S",NA,27000,NA,NA,"Red","Gray","Automatic","2WD",4,"115horsepower@5200rpm","125torque@4000rpm","Fleet",2
2015,"Volkswagen","Jetta",13599,"SE",NA,40000,NA,NA,"Red","Black","Automatic","2WD",4,"170horsepower@4800rpm","184torque@1500rpm","Fleet",1.8
2010,"Volkswagen","Passat",NA,"Komfort",NA,39000,NA,NA,"Silver","Tan","Automatic","2WD",4,"200horsepower@6000rpm","207torque@5000rpm","Fleet",2
2013,"Volkswagen","Passat",16599,"SE",NA,29000,NA,NA,"Gray","Black","Automatic","2WD",5,"0horsepower@0rpm","0torque@0rpm","Fleet",2.5
2015,"Volkswagen","Passat",13998,"Wolfsburg Edition",NA,50000,NA,NA,"Black","Black","Automatic","2WD",4,"170horsepower@4800rpm","184torque@1500rpm","Fleet",1.8
2016,"Volkswagen","Tiguan",22998,"SE",NA,18000,NA,NA,"Red","Tan","Automatic","2WD",4,"200horsepower@5100rpm","207torque@1700rpm","Fleet",2
2011,"Acura","MDX",21998,NA,NA,66000,NA,NA,"Gray","Black","Automatic","4WD",6,"300horsepower@6300rpm","270torque@4500rpm","Fleet",3.7
2012,"Acura","MDX",25998,NA,NA,43000,NA,NA,"Black","Tan","Automatic","4WD",6,"300horsepower@6300rpm","270torque@4500rpm","Fleet",3.7
2012,"Acura","MDX",21998,NA,NA,68000,NA,NA,"Blue","Gray","Automatic","4WD",6,"300horsepower@6300rpm","270torque@4500rpm","Fleet",3.7
2013,"Audi","A8",37998,NA,NA,46000,NA,NA,"Black","Gray","Automatic","4WD",6,"333horsepower@5500rpm","325torque@2900rpm","Fleet",3
2014,"Audi","S4",36998,"Premium Plus",NA,24000,NA,NA,"Gray","Black","Automatic","4WD",6,"333horsepower@5500rpm","325torque@2900rpm","Fleet",3
2014,"BMW","320",19998,"XI",NA,50000,NA,NA,"Silver","Black","Automatic","4WD",4,"180horsepower@5000rpm","200torque@1250rpm","Fleet",2
2014,"BMW","320",23998,"XI",NA,17000,NA,NA,"White","Tan","Automatic","4WD",4,"180horsepower@5000rpm","200torque@1250rpm","Fleet",2
2014,"BMW","320",21599,"XI",NA,18000,NA,NA,"White","Tan","Automatic","4WD",4,"180horsepower@5000rpm","200torque@1250rpm","Fleet",2
2013,"BMW","328",18998,"XI",NA,33000,NA,NA,"Gold","Black","Automatic","4WD",6,"230horsepower@6500rpm","200torque@2750rpm","Fleet",3
2013,"BMW","328",20599,"XI",NA,42000,NA,NA,"White","Black","Automatic","4WD",4,"240horsepower@5000rpm","255torque@1250rpm","Fleet",2
2013,"BMW","528",21599,"XI",NA,61000,NA,NA,"Gray","Black","Automatic","4WD",4,"240horsepower@5000rpm","260torque@1250rpm","Fleet",2
2013,"BMW","535",29998,"XI",NA,43000,NA,NA,"Black","Black","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2013,"BMW","Activehybrid",22998,"3",NA,50000,NA,NA,"White","Black","Automatic","2WD",6,"335horsepower@5800rpm","330torque@1200rpm","Fleet",3
2013,"BMW","X1",NA,"SDrive28i",NA,31000,NA,NA,"Black","Black","Automatic","2WD",4,"241horsepower@5000rpm","258torque@1250rpm","Fleet",2
2013,"BMW","X1",22998,"XDrive28i",NA,33000,NA,NA,"Black","Black","Automatic","4WD",4,"241horsepower@5000rpm","258torque@1250rpm","Fleet",2
2014,"BMW","X1",24998,"XDrive28i",NA,22000,NA,NA,"Black","Tan","Automatic","4WD",4,"240horsepower@5000rpm","260torque@1250rpm","Fleet",2
2009,"BMW","X5",21998,"XDrive30i",NA,56000,NA,NA,"Black","Brown","Automatic","4WD",6,"260horsepower@6600rpm","225torque@2750rpm","Fleet",3
2009,"BMW","X5",21599,"XDrive30i",NA,50000,NA,NA,"White","Tan","Automatic","4WD",6,"260horsepower@6600rpm","225torque@2750rpm","Fleet",3
2016,"BMW","X5",51998,"XDrive35i",NA,11000,NA,NA,"White","Brown","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2013,"BMW","X5",29998,"XDrive35i Premium",NA,27000,NA,NA,"Silver","Black","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2013,"BMW","X5",31998,"XDrive35i Premium",NA,20000,NA,NA,"Gray","Black","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2013,"BMW","X5",NA,"XDrive35i Sport",NA,38000,NA,NA,"Black","Brown","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2011,"Buick","Enclave",20998,"CXL",NA,49000,NA,NA,"Black","Black","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2011,"Buick","Enclave",20998,"CXL",NA,49000,NA,NA,"Black","Black","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2015,"Buick","Enclave",30998,"Premium",NA,40000,NA,NA,"Gray","Black","Automatic","4WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2014,"Buick","Enclave",28998,"Premium",NA,28000,NA,NA,"Blue","Gray","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2014,"Buick","Encore",20998,"Premium",NA,33000,NA,NA,"Brown","Tan","Automatic","4WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2013,"Buick","LaCrosse",19998,"Premium",NA,34000,NA,NA,"Gray","Gray","Automatic","4WD",6,"303horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2016,"Buick","Verano",17998,NA,NA,6000,NA,NA,"White","Tan","Automatic","2WD",4,"180horsepower@6700rpm","171torque@4900rpm","Fleet",2.4
2014,"Cadillac","Escalade",43998,"Luxury",NA,32000,NA,NA,"Silver","Black","Automatic","4WD",8,"403horsepower@5700rpm","417torque@4300rpm","Fleet",6.2
2015,"Cadillac","SRX",25998,NA,NA,24000,NA,NA,"Black","Black","Automatic","2WD",6,"308horsepower@6800rpm","265torque@2400rpm","Fleet",3.6
2016,"Chevrolet","Colorado",33998,"Z71",NA,18000,NA,NA,"Gray","Gray","Automatic","4WD",6,"N/A","N/A","Fleet",3.6
2013,"Chevrolet","Cruze",12998,"LS",NA,28000,NA,NA,"Black","Black","Automatic","2WD",4,"138horsepower@6300rpm","125torque@3800rpm","Fleet",1.8
2014,"Chevrolet","Cruze",12998,"LT",NA,46000,NA,NA,"White","Tan","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2016,"Chevrolet","Equinox",22998,"LTZ",NA,12000,NA,NA,"Black","Gray","Automatic","2WD",4,"182horsepower@6700rpm","172torque@4900rpm","Fleet",2.4
2016,"Chevrolet","Equinox",21998,"LTZ",NA,12000,NA,NA,"Gray","Black","Automatic","2WD",4,"182horsepower@6700rpm","172torque@4900rpm","Fleet",2.4
2015,"Chevrolet","Impala",NA,"LT",NA,4000,NA,NA,"Red","Black","Automatic","2WD",4,"196horsepower@6300rpm","186torque@4400rpm","Fleet",2.5
2015,"Chevrolet","Silverado",42998,"1500 High Country",NA,20000,NA,NA,"Black","Brown","Automatic","4WD",8,"355horsepower@5600rpm","383torque@4100rpm","Fleet",5.3
2013,"Chevrolet","Silverado",30998,"1500 LTZ",NA,57000,NA,NA,"Black","Black","Automatic","4WD",8,"315horsepower@5200rpm","335torque@4000rpm","Fleet",5.3
2015,"Chevrolet","Spark",10998,"LT",NA,37000,NA,NA,"Silver","Gray","Automatic","2WD",4,"84horsepower@6400rpm","83torque@4200rpm","Fleet",1.2
2016,"Chevrolet","Suburban",57998,"1500 LTZ",NA,15000,NA,NA,"Black","Black","Automatic","4WD",8,"355horsepower@5600rpm","383torque@4100rpm","Fleet",5.3
2010,"Chevrolet","Tahoe",20998,"LT",NA,103000,NA,NA,"Gray","Gray","Automatic","4WD",8,"320horsepower@5400rpm","348torque@4400rpm","Fleet",5.3
2007,"Chevrolet","Tahoe",24998,"LTZ",NA,76000,NA,NA,"White","Gray","Automatic","4WD",8,"320horsepower@5300rpm","340torque@4200rpm","Fleet",5.3
2010,"Chevrolet","Traverse",14599,"LT",NA,115000,NA,NA,"Silver","Gray","Automatic","4WD",6,"281horsepower@6300rpm","266torque@3400rpm","Fleet",3.6
2009,"Chevrolet","Traverse",21599,"LTZ",NA,66000,NA,NA,"Silver","Gray","Automatic","4WD",6,"281horsepower@6300rpm","253torque@3400rpm","Fleet",3.6
